strikePrice,expiryDate,underlying,identifier,openInterest,changeinOpenInterest,pchangeinOpenInterest,totalTradedVolume,impliedVolatility,lastPrice,change,totalBuyQuantity,totalSellQuantity,buyPrice1,buyQuantity1,sellPrice1,sellQuantity1,underlyingValue,optionType,pchange,type,expiry
62800,30-03-2026,BANKNIFTY,OPTIDXBANKNIFTY30-03-2026CE62800.00,624.0,-238.0,-27.610208816705338,486,36.23,6.95,-1.4,2970,11010,4.5,600,8.0,150,53451,,-16.766467065868262,CE,30-Mar-2026
62800,30-03-2026,BANKNIFTY,OPTIDXBANKNIFTY30-03-2026PE62800.00,45.0,0.0,0.0,2,72.31,9519.2,839.2,2310,1860,8590.4,570,10014.75,150,53451,,9.668202764976959,PE,30-Mar-2026
62900,30-03-2026,BANKNIFTY,OPTIDXBANKNIFTY30-03-2026CE62900.00,627.0,-21.0,-3.240740740740741,281,37.27,8.25,-0.15,2610,4200,6.3,30,8.3,30,53451,,-1.7857142857142858,CE,30-Mar-2026
62900,30-03-2026,BANKNIFTY,OPTIDXBANKNIFTY30-03-2026PE62900.00,51.0,0.0,0.0,0,0.0,4032.25,0.0,2460,300,8736.55,150,10676.35,150,53451,,0.0,PE,30-Mar-2026
63000,30-03-2026,BANKNIFTY,OPTIDXBANKNIFTY30-03-2026CE63000.00,9338.666666666666,-1426.0,-13.24704279432712,7537,36.68,6.65,-1.6,126060,30450,6.1,5850,6.65,540,53451,,-19.393939393939394,CE,30-Mar-2026
63000,30-03-2026,BANKNIFTY,OPTIDXBANKNIFTY30-03-2026PE63000.00,887.0,-32.0,-3.4820457018498367,59,0.0,9260.7,1900.7,3090,2700,9042.1,30,9256.35,30,53451,,25.824728260869566,PE,30-Mar-2026
63100,30-03-2026,BANKNIFTY,OPTIDXBANKNIFTY30-03-2026CE63100.00,849.0,-115.0,-11.929460580912863,611,36.16,5.4,-1.6,2490,8580,5.4,120,7.05,60,53451,,-22.857142857142858,CE,30-Mar-2026
63100,30-03-2026,BANKNIFTY,OPTIDXBANKNIFTY30-03-2026PE63100.00,26.0,0.0,0.0,0,0.0,7697.25,0.0,2460,2490,8796.55,150,9744.7,180,53451,,0.0,PE,30-Mar-2026
63200,30-03-2026,BANKNIFTY,OPTIDXBANKNIFTY30-03-2026CE63200.00,449.0,-39.0,-7.991803278688525,298,36.4,5.3,-1.45,2550,570,5.0,60,8.55,60,53451,,-21.48148148148148,CE,30-Mar-2026
63200,30-03-2026,BANKNIFTY,OPTIDXBANKNIFTY30-03-2026PE63200.00,15.0,-1.0,-6.25,1,0.0,9419.8,7584.05,2310,1710,8772.9,570,10034.85,570,53451,,413.13087294021517,PE,30-Mar-2026
63300,30-03-2026,BANKNIFTY,OPTIDXBANKNIFTY30-03-2026CE63300.00,396.0,-115.0,-22.504892367906066,339,36.71,5.3,-2.2,2970,420,3.8,600,7.15,90,53451,,-29.333333333333332,CE,30-Mar-2026
63300,30-03-2026,BANKNIFTY,OPTIDXBANKNIFTY30-03-2026PE63300.00,25.0,0.0,0.0,0,0.0,2150.0,0.0,2460,270,8989.2,150,11370.9,150,53451,,0.0,PE,30-Mar-2026
63400,30-03-2026,BANKNIFTY,OPTIDXBANKNIFTY30-03-2026CE63400.00,323.0,23.0,7.666666666666667,194,36.9,5.15,-1.9,2430,600,5.0,60,7.35,90,53451,,-26.95035460992908,CE,30-Mar-2026
63400,30-03-2026,BANKNIFTY,OPTIDXBANKNIFTY30-03-2026PE63400.00,26.0,0.0,0.0,1,0.0,9616.25,7462.65,2460,1710,9210.5,150,10286.75,570,53451,,346.5197808320951,PE,30-Mar-2026
63500,30-03-2026,BANKNIFTY,OPTIDXBANKNIFTY30-03-2026CE63500.00,3824.0,-337.0,-8.099014659937515,2567,37.4,5.4,-1.55,80580,2370,5.2,360,7.15,60,53451,,-22.302158273381295,CE,30-Mar-2026
63500,30-03-2026,BANKNIFTY,OPTIDXBANKNIFTY30-03-2026PE63500.00,207.0,-4.0,-1.8957345971563981,4,64.1,10038.55,2088.55,2970,2670,9660.0,30,9762.8,30,53451,,26.271069182389937,PE,30-Mar-2026
63600,30-03-2026,BANKNIFTY,OPTIDXBANKNIFTY30-03-2026CE63600.00,1207.0,454.0,60.2921646746348,806,38.0,5.8,-1.75,3060,8130,5.55,600,9.0,30,53451,,-23.178807947019866,CE,30-Mar-2026
63600,30-03-2026,BANKNIFTY,OPTIDXBANKNIFTY30-03-2026PE63600.00,54.0,-2.0,-3.5714285714285716,2,0.0,9878.4,7439.85,2310,2460,9277.8,570,10214.2,150,53451,,305.09319062557665,PE,30-Mar-2026
63700,30-03-2026,BANKNIFTY,OPTIDXBANKNIFTY30-03-2026CE63700.00,419.0,38.0,9.973753280839896,201,38.37,5.9,-0.2,2370,870,1.1,600,7.0,210,53451,,-3.278688524590164,CE,30-Mar-2026
63700,30-03-2026,BANKNIFTY,OPTIDXBANKNIFTY30-03-2026PE63700.00,12.0,0.0,0.0,0,0.0,6470.0,0.0,2460,1860,9388.45,150,10544.35,150,53451,,0.0,PE,30-Mar-2026
63800,30-03-2026,BANKNIFTY,OPTIDXBANKNIFTY30-03-2026CE63800.00,504.0,-103.0,-16.968698517298186,305,38.35,5.45,-1.05,2490,1170,3.85,60,6.05,90,53451,,-16.153846153846153,CE,30-Mar-2026
63800,30-03-2026,BANKNIFTY,OPTIDXBANKNIFTY30-03-2026PE63800.00,7.0,0.0,0.0,0,0.0,2438.9,0.0,2760,570,9487.7,150,12019.75,150,53451,,0.0,PE,30-Mar-2026
63900,30-03-2026,BANKNIFTY,OPTIDXBANKNIFTY30-03-2026CE63900.00,527.0,-126.0,-19.295558958652375,267,38.23,4.9,-1.9,2970,1170,3.3,600,5.7,300,53451,,-27.941176470588236,CE,30-Mar-2026
63900,30-03-2026,BANKNIFTY,OPTIDXBANKNIFTY30-03-2026PE63900.00,1.0,0.0,0.0,0,0.0,4556.35,0.0,3060,750,9360.35,150,12028.1,150,53451,,0.0,PE,30-Mar-2026
64000,30-03-2026,BANKNIFTY,OPTIDXBANKNIFTY30-03-2026CE64000.00,6572.0,-230.0,-3.381358423992943,3831,39.11,5.65,-0.45,74340,12450,4.7,330,6.8,600,53451,,-7.377049180327869,CE,30-Mar-2026
64000,30-03-2026,BANKNIFTY,OPTIDXBANKNIFTY30-03-2026PE64000.00,565.0,-20.0,-3.4188034188034186,22,0.0,10323.55,1838.55,3810,2460,9945.1,150,10257.4,60,53451,,21.668238067177374,PE,30-Mar-2026
64100,30-03-2026,BANKNIFTY,OPTIDXBANKNIFTY30-03-2026CE64100.00,634.0,-24.0,-3.6474164133738602,258,37.78,3.75,-2.9,2940,10290,3.75,570,8.0,90,53451,,-43.609022556390975,CE,30-Mar-2026
64100,30-03-2026,BANKNIFTY,OPTIDXBANKNIFTY30-03-2026PE64100.00,0.0,0.0,0.0,0,0.0,0.0,0.0,2760,750,9525.65,720,12395.3,150,53451,,0.0,PE,30-Mar-2026
64200,30-03-2026,BANKNIFTY,OPTIDXBANKNIFTY30-03-2026CE64200.00,496.0,-19.0,-3.6893203883495147,87,39.0,4.75,-1.75,2460,9450,3.1,60,6.25,30,53451,,-26.923076923076923,CE,30-Mar-2026
64200,30-03-2026,BANKNIFTY,OPTIDXBANKNIFTY30-03-2026PE64200.00,0.0,0.0,0.0,0,0.0,0.0,0.0,2760,750,9623.0,150,12457.85,150,53451,,0.0,PE,30-Mar-2026
64300,30-03-2026,BANKNIFTY,OPTIDXBANKNIFTY30-03-2026CE64300.00,174.0,-3.0,-1.694915254237288,22,39.51,5.0,-0.45,2610,8730,3.0,240,7.0,30,53451,,-8.256880733944953,CE,30-Mar-2026
64300,30-03-2026,BANKNIFTY,OPTIDXBANKNIFTY30-03-2026PE64300.00,0.0,0.0,0.0,0,0.0,0.0,0.0,2760,1050,9708.8,150,12628.85,150,53451,,0.0,PE,30-Mar-2026
64400,30-03-2026,BANKNIFTY,OPTIDXBANKNIFTY30-03-2026CE64400.00,197.0,-19.0,-8.796296296296296,72,39.38,4.5,-1.0,3780,9420,4.45,600,6.9,30,53451,,-18.181818181818183,CE,30-Mar-2026
